model_id,org_id,model_type,params_B,parameter_group
openlm-research/open_llama_7b,openlm-research,Pretrained,7.0,7–<15B
openlynn/Llama-3-Soliloquy-8B,openlynn,Chat/post-trained,8.0,7–<15B
openlynn/Llama-3-Soliloquy-8B-v2,openlynn,Fine-tuned,8.0,7–<15B
openlynn/Llama-3-Soliloquy-Max-70B-v1,openlynn,Fine-tuned,70.0,≥40B
openthaigpt/openthaigpt-1.0.0-13b-chat,openthaigpt,Continually pretrained,13.0,7–<15B
openthaigpt/openthaigpt-1.0.0-70b-chat,openthaigpt,Continually pretrained,69.0,≥40B
openthaigpt/openthaigpt-1.0.0-7b-chat,openthaigpt,Continually pretrained,6.0,3–<7B
openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf,openthaigpt,Chat/post-trained,7.0,7–<15B
openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf,openthaigpt,Fine-tuned,13.0,7–<15B
openthaigpt/openthaigpt-1.0.0-beta-7b-chat-ckpt-hf,openthaigpt,Fine-tuned,7.0,7–<15B
orangetin/OpenHermes-Mixtral-8x7B,orangetin,Fine-tuned,46.0,≥40B
osanseviero/mistral-instruct-frankenmerge,osanseviero,Chat/post-trained,8.0,7–<15B
osanseviero/mistral-instruct-moe-experimental,osanseviero,Chat/post-trained,12.0,7–<15B
osanseviero/mistral-instruct-slerp,osanseviero,Chat/post-trained,7.0,7–<15B
ozayezerceli/BetterSaul-7B-slerp,ozayezerceli,Merged,7.0,7–<15B
ozayezerceli/Lowke-2x7B-v1,ozayezerceli,Merged,12.0,7–<15B
ozayezerceli/Threnystril-2x7B-moe,ozayezerceli,Merged,12.0,7–<15B
ozayezerceli/TinyLlamax2-1.1b,ozayezerceli,Merged,1.0,<3B
p208p2002/llama-3-zhtw-8B,p208p2002,Continually pretrained,8.0,7–<15B
pabloce/Dolphin-2.8-slerp,pabloce,Merged,7.0,7–<15B
pacozaa/mistral-sharegpt90k-merged_16bit,pacozaa,Fine-tuned,16.0,15–<40B
padeoe/test-Qwen1.5-0.5B,padeoe,Chat/post-trained,,Unknown
paloalma/ECE-TW3-JRGL-V1,paloalma,Merged,68.0,≥40B
paloalma/TW3-JRGL-v1,paloalma,Unknown,,Unknown
pandego/my-first-blend,pandego,Fine-tuned,7.0,7–<15B
pankajmathur/Lima_Unchained_70b,pankajmathur,Chat/post-trained,70.0,≥40B
pankajmathur/Mistral-7B-model_45k6e2e4,pankajmathur,Unknown,,Unknown
pankajmathur/model_007,pankajmathur,Unknown,,Unknown
pankajmathur/orca_mini_v3_13b,pankajmathur,Chat/post-trained,13.0,7–<15B
pankajmathur/orca_mini_v3_70b,pankajmathur,Unknown,,Unknown
pankajmathur/orca_mini_v3_7b,pankajmathur,Chat/post-trained,7.0,7–<15B
pankajmathur/orca_mini_v4_8b,pankajmathur,Fine-tuned,8.0,7–<15B
pankajmathur/orca_mini_v5_8b,pankajmathur,Fine-tuned,8.0,7–<15B
pankajmathur/orca_mini_v5_8b_dpo,pankajmathur,Chat/post-trained,8.0,7–<15B
pankajmathur/orca_mini_v5_8b_orpo,pankajmathur,Chat/post-trained,8.0,7–<15B
pansophic/gemma-2b-sft-preview,pansophic,Fine-tuned,2.0,<3B
pansophic/m16,pansophic,Fine-tuned,,Unknown
pansophic/m17,pansophic,Fine-tuned,,Unknown
pansophic/m2,pansophic,Fine-tuned,,Unknown
pansophic/m3,pansophic,Fine-tuned,,Unknown
pansophic/new_model_test,pansophic,Fine-tuned,2.0,<3B
pansophic/new_model_test2,pansophic,Chat/post-trained,,Unknown
pansophic/new_model_test3,pansophic,Chat/post-trained,,Unknown
pansophic/nmt,pansophic,Chat/post-trained,6.0,3–<7B
pansophic/rocket-3B,pansophic,Chat/post-trained,2.0,<3B
paulilioaica/Collin-7B-dare,paulilioaica,Merged,7.0,7–<15B
paulilioaica/Hugo-7B-slerp,paulilioaica,Merged,7.0,7–<15B
paulml/DPOB-INMTOB-7B,paulml,Merged,7.0,7–<15B
paulml/DPOB-NMTOB-7B,paulml,Merged,7.0,7–<15B
paulml/NMTOB-7B,paulml,Merged,7.0,7–<15B
paulml/NeuralOmniBeagleMBX-v3-7B,paulml,Merged,7.0,7–<15B
paulml/NeuralOmniWestBeaglake-7B,paulml,Merged,7.0,7–<15B
paulml/OGNO-7B,paulml,Merged,7.0,7–<15B
paulml/OmniBeagleMBX-v3-7B,paulml,Merged,7.0,7–<15B
paulml/OmniBeagleSquaredMBX-v3-7B,paulml,Merged,7.0,7–<15B
paulml/OmniBeagleSquaredMBX-v3-7B-v2,paulml,Merged,7.0,7–<15B
pe-nlp/llama-2-13b-platypus-vicuna-wizard,pe-nlp,Chat/post-trained,13.0,7–<15B
perlthoughts/Chupacabra-16B-v2.01,perlthoughts,Fine-tuned,14.0,7–<15B
perlthoughts/Chupacabra-7B-v2,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-7B-v2.01,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-7B-v2.02,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-7B-v2.03,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-7B-v2.03-128k,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-7B-v2.04,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Chupacabra-8x7B-MoE,perlthoughts,Fine-tuned,46.0,≥40B
perlthoughts/Falkor-16b,perlthoughts,Fine-tuned,14.0,7–<15B
perlthoughts/Falkor-7b,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/Falkor-8x7B-MoE,perlthoughts,Fine-tuned,46.0,≥40B
perlthoughts/Marcoroni-8x7B-v3-MoE,perlthoughts,Fine-tuned,46.0,≥40B
perlthoughts/Mistral-7B-Instruct-v0.2-2x7B-MoE,perlthoughts,Fine-tuned,12.0,7–<15B
perlthoughts/Starling-LM-alpha-8x7B-MoE,perlthoughts,Fine-tuned,46.0,≥40B
perlthoughts/neural-chat-v3-3-8x7b-MoE,perlthoughts,Fine-tuned,46.0,≥40B
perlthoughts/openchat-3.5-1210-32k,perlthoughts,Fine-tuned,7.0,7–<15B
perlthoughts/openchat-3.5-1210-32k-8x7b-MoE,perlthoughts,Fine-tuned,46.0,≥40B
phanerozoic/Tiny-Cowboy-1.1b-v0.1,phanerozoic,Fine-tuned,1.0,<3B
phanerozoic/Tiny-Knight-1.1b-v0.1,phanerozoic,Fine-tuned,1.0,<3B
phanerozoic/Tiny-Pirate-1.1b-v0.1,phanerozoic,Fine-tuned,1.0,<3B
pharaouk/fusedyi,pharaouk,Fine-tuned,10.0,7–<15B
picAIso/TARS-8B,picAIso,Merged,8.0,7–<15B
pillowtalks-ai/delta13b,pillowtalks-ai,Fine-tuned,13.0,7–<15B
pinkyponky/Mistral-7B-Instruct-sft-tuned-v0.2,pinkyponky,Chat/post-trained,7.0,7–<15B
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e1,pinkyponky,Fine-tuned,7.0,7–<15B
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e2,pinkyponky,Fine-tuned,7.0,7–<15B
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e3,pinkyponky,Fine-tuned,7.0,7–<15B
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,pinkyponky,Chat/post-trained,10.0,7–<15B
playdev7/theseed-v0.3,playdev7,Fine-tuned,24.0,15–<40B
player1537/dolphinette,player1537,Fine-tuned,,Unknown
pleisto/yuren-13b-chatml,pleisto,Fine-tuned,13.0,7–<15B
pmking27/PrathameshLLM-2B,pmking27,Fine-tuned,2.0,<3B
pmking27/PrathameshLLM-7B,pmking27,Fine-tuned,2.0,<3B
porkorbeef/Llama-2-13b,porkorbeef,Fine-tuned,12.0,7–<15B
porkorbeef/Llama-2-13b-public,porkorbeef,Fine-tuned,12.0,7–<15B
posicube/Llama-chat-AY-13B,posicube,Fine-tuned,13.0,7–<15B
posicube/Llama2-chat-AYB-13B,posicube,Fine-tuned,13.0,7–<15B
posicube/Llama2-chat-AYT-13B,posicube,Fine-tuned,13.0,7–<15B
postbot/distilgpt2-emailgen,postbot,Fine-tuned,,Unknown
postbot/distilgpt2-emailgen-V2,postbot,Fine-tuned,,Unknown
postbot/emailgen-pythia-410m-deduped,postbot,Fine-tuned,,Unknown
postbot/gpt-neo-1.3B-emailgen,postbot,Fine-tuned,1.0,<3B
postbot/gpt2-medium-emailgen,postbot,Fine-tuned,,Unknown
postbot/pythia-160m-hq-emails,postbot,Fine-tuned,,Unknown
postitive666/llama3_ruozhiba_8b,postitive666,Chat/post-trained,8.0,7–<15B
ppopiolek/tinyllama_eng_long,ppopiolek,Fine-tuned,,Unknown
ppopiolek/tinyllama_eng_short,ppopiolek,Fine-tuned,,Unknown
ppopiolek/tinyllama_eng_short1,ppopiolek,Fine-tuned,1.0,<3B
ppopiolek/tinyllama_merged_test,ppopiolek,Fine-tuned,1.0,<3B
prhegde/aligned-merge-aanaphi-phi2-orage-3b,prhegde,Fine-tuned,2.0,<3B
prhegde/merge-aanaphi-phi2-orage-3b,prhegde,Fine-tuned,2.0,<3B
prince-canuma/Damysus-2.7B-Chat,prince-canuma,Chat/post-trained,2.0,<3B
prince-canuma/Damysus-Coder-v0.1,prince-canuma,Chat/post-trained,7.0,7–<15B
prince-canuma/Llama-3-6B-v0.1,prince-canuma,Continually pretrained,6.0,3–<7B
prince-canuma/im-a-good-llama3-step-46k,prince-canuma,Continually pretrained,6.0,3–<7B
princeton-nlp/Sheared-LLaMA-1.3B,princeton-nlp,Fine-tuned,1.0,<3B
princeton-nlp/Sheared-LLaMA-1.3B-ShareGPT,princeton-nlp,Fine-tuned,1.0,<3B
princeton-nlp/Sheared-LLaMA-2.7B,princeton-nlp,Fine-tuned,2.0,<3B
princeton-nlp/Sheared-LLaMA-2.7B-ShareGPT,princeton-nlp,Fine-tuned,2.0,<3B
princeton-nlp/Sheared-Pythia-160m,princeton-nlp,Pretrained,,Unknown
prithivida/Asimov-7B-v1,prithivida,Fine-tuned,7.0,7–<15B
project-baize/baize-healthcare-lora-7B,project-baize,Chat/post-trained,7.0,7–<15B
project-baize/baize-v2-13b,project-baize,Fine-tuned,13.0,7–<15B
project-baize/baize-v2-7b,project-baize,Fine-tuned,7.0,7–<15B
proto-llm/uniwiz-7B-v0.1,proto-llm,Fine-tuned,7.0,7–<15B
proto-llm/uniwiz-7B-v0.2,proto-llm,Fine-tuned,7.0,7–<15B
pruned-yi/pruned-yi-3b-prerelease-ckpt01,pruned-yi,Continually pretrained,3.0,3–<7B
psmathur/model_007,psmathur,Fine-tuned,68.0,≥40B
psmathur/model_101,psmathur,Fine-tuned,68.0,≥40B
psmathur/model_420,psmathur,Fine-tuned,68.0,≥40B
psmathur/model_42_70b,psmathur,Fine-tuned,68.0,≥40B
psmathur/model_51,psmathur,Fine-tuned,68.0,≥40B
psmathur/orca_mini_13b,psmathur,Unknown,12.0,7–<15B
psmathur/orca_mini_3b,psmathur,Fine-tuned,3.0,3–<7B
psmathur/orca_mini_7b,psmathur,Fine-tuned,6.0,3–<7B
psmathur/orca_mini_v2_13b,psmathur,Fine-tuned,12.0,7–<15B
psmathur/orca_mini_v2_7b,psmathur,Fine-tuned,6.0,3–<7B
psmathur/orca_mini_v3_13b,psmathur,Fine-tuned,12.0,7–<15B
psmathur/orca_mini_v3_70b,psmathur,Fine-tuned,68.0,≥40B
psmathur/orca_mini_v3_7b,psmathur,Fine-tuned,6.0,3–<7B
psmathur/test_42_70b,psmathur,Fine-tuned,68.0,≥40B
psyche/kogpt,psyche,Fine-tuned,,Unknown
psyche/kollama2-7b,psyche,Fine-tuned,7.0,7–<15B
psyche/kollama2-7b-v3,psyche,Unknown,,Unknown
pszemraj/Mistral-v0.3-6B,pszemraj,Continually pretrained,5.0,3–<7B
pszemraj/griffin-c3t-8L-v0.02-fineweb,pszemraj,Pretrained,,Unknown
pszemraj/griffin-llama3t-8L-v0.02-fineweb,pszemraj,Pretrained,,Unknown
pszemraj/pythia-31m-KI_v1-2048-scratch,pszemraj,Pretrained,,Unknown
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,pszemraj,Pretrained,,Unknown
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,pszemraj,Pretrained,,Unknown
pszemraj/pythia-31m-simplewiki-2048,pszemraj,Pretrained,,Unknown
pszemraj/pythia-31m-simplewiki-scratch-bf16,pszemraj,Pretrained,,Unknown
pszemraj/stablelm-4e1t-2b-v0.1,pszemraj,Fine-tuned,2.0,<3B
pythainlp/wangchanglm-7.5B-sft-en-sharded,pythainlp,Fine-tuned,7.0,7–<15B
pythainlp/wangchanglm-7.5B-sft-enth,pythainlp,Fine-tuned,7.0,7–<15B
qblocks/codellama_7b_DolphinCoder,qblocks,Fine-tuned,7.0,7–<15B
qblocks/falcon_7b_DolphinCoder,qblocks,Fine-tuned,7.0,7–<15B
qblocks/gpt2_137m_DolphinCoder,qblocks,Fine-tuned,,Unknown
qblocks/mistral_7b_DolphinCoder,qblocks,Fine-tuned,7.0,7–<15B
qblocks/mistral_7b_HalfEpoch_DolphinCoder,qblocks,Fine-tuned,7.0,7–<15B
qiyinmiss/My_GPT2,qiyinmiss,Fine-tuned,,Unknown
qnguyen3/Master-Yi-9B,qnguyen3,Chat/post-trained,8.0,7–<15B
qnguyen3/quan-1.8b-base,qnguyen3,Pretrained,1.0,<3B
qnguyen3/quan-1.8b-chat,qnguyen3,Chat/post-trained,1.0,<3B
qualis2006/llama-2-7b-int4-python-code-18k,qualis2006,Fine-tuned,7.0,7–<15B
quantumaikr/KoreanLM-hf,quantumaikr,Fine-tuned,,Unknown
quantumaikr/QuantumLM,quantumaikr,Unknown,,Unknown
quantumaikr/QuantumLM-70B-hf,quantumaikr,Fine-tuned,68.0,≥40B
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,quantumaikr,Unknown,,Unknown
quantumaikr/llama-2-70B-chat,quantumaikr,Unknown,,Unknown
quantumaikr/llama-2-70b-fb16-guanaco-1k,quantumaikr,Unknown,,Unknown
quantumaikr/llama-2-70b-fb16-orca-chat-10k,quantumaikr,Fine-tuned,68.0,≥40B
quantumaikr/open_llama_7b_hf,quantumaikr,Unknown,,Unknown
quantumaikr/quantum-dpo-v0.1,quantumaikr,Fine-tuned,7.0,7–<15B
quantumaikr/quantum-trinity-v0.1,quantumaikr,Fine-tuned,7.0,7–<15B
quantumaikr/quantum-v0.01,quantumaikr,Fine-tuned,7.0,7–<15B
quantumaikr/quantumairk-llama-2-70B-instruct,quantumaikr,Unknown,,Unknown
r2rss/Malachite-7b-v0,r2rss,Fine-tuned,7.0,7–<15B
radm/Philosophy-Platypus2-13b,radm,Unknown,,Unknown
raidhon/coven_7b_128k_orpo_alpha,raidhon,Chat/post-trained,7.0,7–<15B
raidhon/coven_tiny_1.1b_32k_orpo_alpha,raidhon,Chat/post-trained,1.0,<3B
raincandy-u/Coder1.8-ORPO-TEST,raincandy-u,Fine-tuned,1.0,<3B
raincandy-u/Llama-3-5B-Sheard,raincandy-u,Fine-tuned,5.0,3–<7B
raincandy-u/Llama-3-Aplite-Instruct-4x8B,raincandy-u,Fine-tuned,24.0,15–<40B
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,raincandy-u,Merged,24.0,15–<40B
raincandy-u/Quark-464M-v0.1.alpha,raincandy-u,Fine-tuned,,Unknown
raincandy-u/Quark-464M-v0.2,raincandy-u,Chat/post-trained,,Unknown
raincandy-u/Qwen1.5-1.8B_llamafy,raincandy-u,Merged,1.0,<3B
raincandy-u/Qwen1.5-4B_llamafy,raincandy-u,Merged,3.0,3–<7B
raincandy-u/Rain-7B-v0.1,raincandy-u,Fine-tuned,7.0,7–<15B
raincandy-u/Rain-7B-v0.2,raincandy-u,Chat/post-trained,7.0,7–<15B
raincandy-u/phillama-3.8b-v0.1,raincandy-u,Fine-tuned,3.0,3–<7B
ramachaitanya22/mistral-7B-finetune-health-fitness,ramachaitanya22,Fine-tuned,7.0,7–<15B
rameshm/llama-2-13b-mathgpt-v4,rameshm,Fine-tuned,13.0,7–<15B
ranamhamoud/storytell,ranamhamoud,Fine-tuned,,Unknown
refine-ai/Llama3-7b,refine-ai,Chat/post-trained,6.0,3–<7B
refine-ai/Power-Llama-3-13b-Instruct,refine-ai,Chat/post-trained,13.0,7–<15B
refine-ai/Power-WizardLM-2-13b,refine-ai,Merged,12.0,7–<15B
refuelai/Llama-3-Refueled,refuelai,Fine-tuned,8.0,7–<15B
remyxai/localmentor_25K_3epochs_tinyllama,remyxai,Fine-tuned,1.0,<3B
revolutionarybukhari/Llama-2-7b-chat-finetune-AUTOMATE,revolutionarybukhari,Fine-tuned,7.0,7–<15B
rhaymison/Mistral-portuguese-luana-7b,rhaymison,Fine-tuned,7.0,7–<15B
rhaymison/Mistral-portuguese-luana-7b-chat,rhaymison,Chat/post-trained,7.0,7–<15B
rhysjones/Phi-3-mini-mango-1,rhysjones,Fine-tuned,3.0,3–<7B
rhysjones/Phi-3-mini-mango-1-llamafied,rhysjones,Chat/post-trained,3.0,3–<7B
rhysjones/phi-2-orange-v2,rhysjones,Fine-tuned,2.0,<3B
rinna/bilingual-gpt-neox-4b-instruction-ppo,rinna,Chat/post-trained,3.0,3–<7B
rinna/bilingual-gpt-neox-4b-instruction-sft,rinna,Chat/post-trained,3.0,3–<7B
rinna/japanese-gpt-neox-3.6b,rinna,Pretrained,3.0,3–<7B
rinna/llama-3-youko-8b,rinna,Chat/post-trained,8.0,7–<15B
rishiraj/CatPPT,rishiraj,Fine-tuned,7.0,7–<15B
rishiraj/CatPPT-base,rishiraj,Pretrained,7.0,7–<15B
rishiraj/cutie,rishiraj,Chat/post-trained,7.0,7–<15B
rishiraj/meow,rishiraj,Fine-tuned,10.0,7–<15B
rishiraj/oswald-2x7b,rishiraj,Chat/post-trained,12.0,7–<15B
rishiraj/oswald-4x7b,rishiraj,Fine-tuned,24.0,15–<40B
rishiraj/oswald-7b,rishiraj,Chat/post-trained,7.0,7–<15B
rishiraj/smol-3b,rishiraj,Fine-tuned,3.0,3–<7B
rishiraj/smol-7b,rishiraj,Fine-tuned,7.0,7–<15B
rishiraj/uncensored,rishiraj,Fine-tuned,7.0,7–<15B
rizla/raccoon-small,rizla,Chat/post-trained,19.0,15–<40B
rizla/rizla-17,rizla,Chat/post-trained,15.0,15–<40B
rizla/rizla54,rizla,Merged,53.0,≥40B
rizla/rizla55b,rizla,Chat/post-trained,55.0,≥40B
rizla/trrapi-16b,rizla,Fine-tuned,18.0,15–<40B
rmdhirr/Anthesis_7B,rmdhirr,Merged,7.0,7–<15B
rmdhirr/Multiparadigm_7B,rmdhirr,Merged,7.0,7–<15B
rmdhirr/Pulsar_7B,rmdhirr,Fine-tuned,7.0,7–<15B
rmihaylov/Llama-3-DARE-v1-8B,rmihaylov,Merged,8.0,7–<15B
rmihaylov/Llama-3-DARE-v2-8B,rmihaylov,Merged,8.0,7–<15B
rmihaylov/Llama-3-DARE-v3-8B,rmihaylov,Merged,8.0,7–<15B
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca-DPO2,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpacaV2-4bit,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Qwen1.5-7B-Dutch-Chat,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Qwen1.5-7B-Dutch-Chat-Dpo,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft,robinsmits,Chat/post-trained,7.0,7–<15B
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16,robinsmits,Chat/post-trained,7.0,7–<15B
robowaifudev/megatron-gpt2-345m,robowaifudev,Pretrained,,Unknown
rombodawg/Everyone-Coder-33b-Base,rombodawg,Chat/post-trained,33.0,15–<40B
rombodawg/Everyone-Coder-4x7b-Base,rombodawg,Fine-tuned,24.0,15–<40B
rombodawg/Everyone-LLM-7b-Base,rombodawg,Merged,7.0,7–<15B
rombodawg/EveryoneLLM-7b-Gemma-Base,rombodawg,Merged,8.0,7–<15B
rombodawg/Leaderboard-killer-MoE_4x7b,rombodawg,Fine-tuned,24.0,15–<40B
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,rombodawg,Fine-tuned,8.0,7–<15B
rombodawg/Llama-3-8B-Instruct-Coder,rombodawg,Fine-tuned,8.0,7–<15B
rombodawg/LosslessMegaCoder-llama2-13b-mini,rombodawg,Chat/post-trained,13.0,7–<15B
rombodawg/LosslessMegaCoder-llama2-7b-mini,rombodawg,Chat/post-trained,7.0,7–<15B
rombodawg/Open_Gpt4_8x7B,rombodawg,Fine-tuned,46.0,≥40B
rombodawg/Open_Gpt4_8x7B_v0.2,rombodawg,Fine-tuned,46.0,≥40B
rombodawg/test_dataset_Codellama-3-8B,rombodawg,Fine-tuned,8.0,7–<15B
roneneldan/TinyStories-1M,roneneldan,Pretrained,,Unknown
roneneldan/TinyStories-28M,roneneldan,Pretrained,,Unknown
roneneldan/TinyStories-33M,roneneldan,Pretrained,,Unknown
roneneldan/TinyStories-3M,roneneldan,Pretrained,,Unknown
roneneldan/TinyStories-8M,roneneldan,Pretrained,,Unknown
royallab/PsyOrca2-13b-DARE,royallab,Fine-tuned,13.0,7–<15B
royallab/Pygmalion-2-13b-SuperCOT,royallab,Fine-tuned,13.0,7–<15B
rufjdk5480/WestLake-dpo-train-sft-v1,rufjdk5480,Fine-tuned,7.0,7–<15B
rufjdk5480/gov-qna-ko-merged,rufjdk5480,Fine-tuned,46.0,≥40B
rufjdk5480/llama-7b-ludwig-alpaca,rufjdk5480,Fine-tuned,7.0,7–<15B
rufjdk5480/mixtral-ko-qna-merged,rufjdk5480,Chat/post-trained,46.0,≥40B
runkai/PascalHermes-2.5-Mistral-7B,runkai,Chat/post-trained,7.0,7–<15B
ruslanmv/Medical-Llama3-8B,ruslanmv,Fine-tuned,8.0,7–<15B
ruslanmv/Medical-Mixtral-7B-v2k,ruslanmv,Fine-tuned,7.0,7–<15B
ruslanmv/ai-medical-model-32bit,ruslanmv,Fine-tuned,8.0,7–<15B
rwitz/dec10,rwitz,Fine-tuned,7.0,7–<15B
rwitz/experiment26-SPIN-iter-0,rwitz,Chat/post-trained,7.0,7–<15B
rwitz/experiment26-truthy-iter-0,rwitz,Fine-tuned,7.0,7–<15B
rwitz/experiment26-truthy-iter-1,rwitz,Fine-tuned,7.0,7–<15B
rwitz/experiment26-truthy-iter-2,rwitz,Fine-tuned,7.0,7–<15B
rwitz/go-bruins,rwitz,Fine-tuned,7.0,7–<15B
rwitz/go-bruins-v2,rwitz,Fine-tuned,7.0,7–<15B
rwitz2/go-bruins-v2.1,rwitz2,Chat/post-trained,7.0,7–<15B
rwitz2/go-bruins-v2.1.1,rwitz2,Unknown,7.0,7–<15B
rwitz2/grindin,rwitz2,Chat/post-trained,,Unknown
rwitz2/ipo-test,rwitz2,Chat/post-trained,,Unknown
rwitz2/pee,rwitz2,Fine-tuned,7.0,7–<15B
rxavier/Taurus-1.0-Mistral-7B,rxavier,Fine-tuned,7.0,7–<15B
rxavier/Taurus-7B-1.0,rxavier,Fine-tuned,7.0,7–<15B
ryan0712/llama-3-8b-DUS-initialized,ryan0712,Merged,11.0,7–<15B
ryan0712/llama-3-8b-slow-DUS-max-method2,ryan0712,Merged,11.0,7–<15B
ryan0712/llama-3-8b-slow-DUS-method-1,ryan0712,Merged,11.0,7–<15B
ryan0712/llama-3-8b-slow-DUS-random-method2,ryan0712,Merged,11.0,7–<15B
ryandt/MusingCaterpillar,ryandt,Chat/post-trained,8.0,7–<15B
s1ghhh/medllama-2-70b-qlora-1.1,s1ghhh,Fine-tuned,70.0,≥40B
s3nh/Mistral_Sonyichi-7B-slerp,s3nh,Fine-tuned,7.0,7–<15B
s3nh/Noromaid-Aeryth-7B,s3nh,Fine-tuned,7.0,7–<15B
s3nh/SeverusWestLake-7B-DPO,s3nh,Fine-tuned,7.0,7–<15B
s3nh/Severusectum-7B-DPO,s3nh,Fine-tuned,7.0,7–<15B
s3nh/nsfw-noromaid-mistral-instruct,s3nh,Fine-tuned,7.0,7–<15B
s3nh/poorx32124,s3nh,Fine-tuned,7.0,7–<15B
saarvajanik/facebook-opt-6.7b-gqa-ub-16-best-for-KV-cache,saarvajanik,Pretrained,6.0,3–<7B
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-KV-cache,saarvajanik,Pretrained,6.0,3–<7B
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-q-loss,saarvajanik,Pretrained,6.0,3–<7B
saberai/Zro1.5_3B,saberai,Fine-tuned,2.0,<3B
sail/Sailor-0.5B,sail,Fine-tuned,,Unknown
sail/Sailor-0.5B-Chat,sail,Chat/post-trained,,Unknown
sail/Sailor-1.8B,sail,Pretrained,1.0,<3B
sail/Sailor-1.8B-Chat,sail,Chat/post-trained,1.0,<3B
sail/Sailor-4B,sail,Fine-tuned,3.0,3–<7B
sail/Sailor-4B-Chat,sail,Chat/post-trained,3.0,3–<7B
sail/Sailor-7B,sail,Fine-tuned,7.0,7–<15B
sail/Sailor-7B-Chat,sail,Chat/post-trained,7.0,7–<15B
saishf/Fett-Eris-Mix-7B,saishf,Merged,7.0,7–<15B
saishf/Fett-uccine-11B-Experiment,saishf,Merged,10.0,7–<15B
saishf/Fimbulvetr-Kuro-Lotus-10.7B,saishf,Merged,10.0,7–<15B
saishf/Kuno-Lake-7B,saishf,Merged,7.0,7–<15B
saishf/Kuro-Lotus-10.7B,saishf,Merged,10.0,7–<15B
saishf/Llama4Some-SOVL-4x8B-L3-V1,saishf,Merged,24.0,15–<40B
saishf/Merge-Mayhem-L3-V2,saishf,Merged,8.0,7–<15B
saishf/Merge-Mayhem-L3-V2.1,saishf,Merged,8.0,7–<15B
saishf/Multi-Verse-RP-7B,saishf,Fine-tuned,7.0,7–<15B
saishf/Neural-SOVLish-Devil-8B-L3,saishf,Fine-tuned,8.0,7–<15B
saishf/Ortho-SOVL-8B-L3,saishf,Merged,8.0,7–<15B
saishf/SOVL-Mega-Mash-L3-8B,saishf,Merged,8.0,7–<15B
saishf/SOVL-Mega-Mash-V2-L3-8B,saishf,Merged,8.0,7–<15B
saishf/SOVLish-Devil-8B-L3,saishf,Merged,8.0,7–<15B
saishf/SOVLish-Maid-L3-8B,saishf,Merged,8.0,7–<15B
saishf/Top-Western-Maid-7B,saishf,Merged,7.0,7–<15B
saishf/West-Hermes-7B,saishf,Merged,7.0,7–<15B
saishf/West-Maid-7B,saishf,Merged,7.0,7–<15B
saltlux/luxia-21.4b-alignment-v0.1,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v0.2,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v0.3,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v0.4,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v1.0,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v1.1,saltlux,Fine-tuned,21.0,15–<40B
saltlux/luxia-21.4b-alignment-v1.2,saltlux,Fine-tuned,21.0,15–<40B
sambanovasystems/SambaLingo-Thai-Chat,sambanovasystems,Chat/post-trained,6.0,3–<7B
samir-fama/FernandoGPT-v1,samir-fama,Fine-tuned,7.0,7–<15B
