repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_mindy-labs__mindy-7b,mindy-labs__mindy-7b,🔶 fine-tuned on domain-specific datasets,Delta,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mindy-labs__mindy-7b-v2,mindy-labs__mindy-7b-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_minghaowu__phi-2-OpenHermes-2.5,minghaowu__phi-2-OpenHermes-2.5,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_minlik__chinese-alpaca-33b-merged,minlik__chinese-alpaca-33b-merged,,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistral-community__Mistral-7B-v0.2,mistral-community__Mistral-7B-v0.2,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistral-community__Mixtral-8x22B-v0.1,mistral-community__Mixtral-8x22B-v0.1,🟢 pretrained,Original,float16,140,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mistral-7B-Instruct-v0.1,mistralai__Mistral-7B-Instruct-v0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mistral-7B-Instruct-v0.2,mistralai__Mistral-7B-Instruct-v0.2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mistral-7B-v0.1,mistralai__Mistral-7B-v0.1,🟢 pretrained,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mistral-7B-v0.3,mistralai__Mistral-7B-v0.3,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mixtral-8x22B-Instruct-v0.1,mistralai__Mixtral-8x22B-Instruct-v0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,140,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mixtral-8x22B-v0.1,mistralai__Mixtral-8x22B-v0.1,🟢 pretrained,Original,bfloat16,140,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mixtral-8x7B-Instruct-v0.1,mistralai__Mixtral-8x7B-Instruct-v0.1,🔶 fine-tuned on domain-specific datasets,Original,float16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mistralai__Mixtral-8x7B-v0.1,mistralai__Mixtral-8x7B-v0.1,🔶 fine-tuned on domain-specific datasets,Original,float16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__AlphaMonarch-7B,mlabonne__AlphaMonarch-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Beagle14-7B,mlabonne__Beagle14-7B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Beyonder-4x7B-v3,mlabonne__Beyonder-4x7B-v3,🤝 base merges and moerges,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Chimera-8B,mlabonne__Chimera-8B,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__ChimeraLlama-3-8B,mlabonne__ChimeraLlama-3-8B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__ChimeraLlama-3-8B-v2,mlabonne__ChimeraLlama-3-8B-v2,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__ChimeraLlama-3-8B-v3,mlabonne__ChimeraLlama-3-8B-v3,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Daredevil-8B,mlabonne__Daredevil-8B,🤝 base merges and moerges,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Daredevil-8B-abliterated,mlabonne__Daredevil-8B-abliterated,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Daredevil-8B-abliterated-dpomix,mlabonne__Daredevil-8B-abliterated-dpomix,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Darewin-7B,mlabonne__Darewin-7B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Darewin-7B-v2,mlabonne__Darewin-7B-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__FrankenMonarch-7B,mlabonne__FrankenMonarch-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__GML-Mistral-merged-v1,mlabonne__GML-Mistral-merged-v1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Gemmalpaca-2B,mlabonne__Gemmalpaca-2B,🔶 fine-tuned on domain-specific datasets,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Llama-3-8B-Instruct-abliterated-dpomix,mlabonne__Llama-3-8B-Instruct-abliterated-dpomix,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Meta-Llama-3-12B-Instruct,mlabonne__Meta-Llama-3-12B-Instruct,🤝 base merges and moerges,Original,bfloat16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Mistralpaca-7B,mlabonne__Mistralpaca-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Monarch-7B,mlabonne__Monarch-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralBeagle14-7B,mlabonne__NeuralBeagle14-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralDaredevil-7B,mlabonne__NeuralDaredevil-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralDarewin-7B,mlabonne__NeuralDarewin-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralHermes-2.5-Mistral-7B,mlabonne__NeuralHermes-2.5-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralHermes-2.5-Mistral-7B-laser,mlabonne__NeuralHermes-2.5-Mistral-7B-laser,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralMarcoro14-7B,mlabonne__NeuralMarcoro14-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralMonarch-7B,mlabonne__NeuralMonarch-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralPipe-7B-slerp,mlabonne__NeuralPipe-7B-slerp,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__NeuralPipe-7B-ties,mlabonne__NeuralPipe-7B-ties,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__OmniBeagle-7B,mlabonne__OmniBeagle-7B,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__OrpoLlama-3-8B,mlabonne__OrpoLlama-3-8B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__UltraMerge-7B,mlabonne__UltraMerge-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlabonne__Zebrafish-7B,mlabonne__Zebrafish-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mlinmg__SG-Raccoon-Yi-200k-2.0,mlinmg__SG-Raccoon-Yi-200k-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,55,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mmnga__Llama-3-70B-japanese-suzume-vector-v0.1,mmnga__Llama-3-70B-japanese-suzume-vector-v0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__Llama2-7B-guanaco-1k,mncai__Llama2-7B-guanaco-1k,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__Llama2-7B-guanaco-dolphin-500,mncai__Llama2-7B-guanaco-dolphin-500,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__Mistral-7B-OpenOrca-1k,mncai__Mistral-7B-OpenOrca-1k,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__Mistral-7B-openplatypus-1k,mncai__Mistral-7B-openplatypus-1k,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__SGPT-1.3B-insurance-epoch10,mncai__SGPT-1.3B-insurance-epoch10,,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__agiin-11.1B-v0.0,mncai__agiin-11.1B-v0.0,🔶 fine-tuned on domain-specific datasets,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__agiin-13.6B-v0.0,mncai__agiin-13.6B-v0.0,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__agiin-13.6B-v0.1,mncai__agiin-13.6B-v0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__chatdoctor,mncai__chatdoctor,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__mistral-7b-dpo-merge-v1.1,mncai__mistral-7b-dpo-merge-v1.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__mistral-7b-dpo-v5,mncai__mistral-7b-dpo-v5,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__mistral-7b-dpo-v6,mncai__mistral-7b-dpo-v6,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__yi-34B-v2,mncai__yi-34B-v2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mncai__yi-34B-v3,mncai__yi-34B-v3,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mobidic__solar-10b-platypus-lora,mobidic__solar-10b-platypus-lora,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mobiuslabsgmbh__aanaphi2-v0.1,mobiuslabsgmbh__aanaphi2-v0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_monology__mixtral-4x7b_slerp,monology__mixtral-4x7b_slerp,🤝 base merges and moerges,Original,float16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_monology__mixtral-soup,monology__mixtral-soup,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_monology__mixtral-ties,monology__mixtral-ties,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_monology__openinstruct-mistral-7b,monology__openinstruct-mistral-7b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_monster119120__OpenHermes-2.5-Mistral-7B-new,monster119120__OpenHermes-2.5-Mistral-7B-new,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moondriller__llama2-13B-eugeneparkthebest,moondriller__llama2-13B-eugeneparkthebest,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-70B-LoRA-V1.4,moreh__MoMo-70B-LoRA-V1.4,,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-70B-lora-1.8.5-DPO,moreh__MoMo-70B-lora-1.8.5-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-70B-lora-1.8.6-DPO,moreh__MoMo-70B-lora-1.8.6-DPO,,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-72B-LoRA-V1.4,moreh__MoMo-72B-LoRA-V1.4,🔶 fine-tuned on domain-specific datasets,Original,float16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-72B-lora-1.8.4-DPO,moreh__MoMo-72B-lora-1.8.4-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_moreh__MoMo-72B-lora-1.8.7-DPO,moreh__MoMo-72B-lora-1.8.7-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-30b,mosaicml__mpt-30b,🟢 pretrained,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-30b-chat,mosaicml__mpt-30b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-30b-instruct,mosaicml__mpt-30b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,30,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b,mosaicml__mpt-7b,🟢 pretrained,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-8k,mosaicml__mpt-7b-8k,🟢 pretrained,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-8k-chat,mosaicml__mpt-7b-8k-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-8k-instruct,mosaicml__mpt-7b-8k-instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-chat,mosaicml__mpt-7b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-instruct,mosaicml__mpt-7b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mosaicml__mpt-7b-storywriter,mosaicml__mpt-7b-storywriter,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mrfakename__NeuralOrca-7B-v1,mrfakename__NeuralOrca-7B-v1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mrfakename__TinyLlama-Mistral,mrfakename__TinyLlama-Mistral,🔶 fine-tuned on domain-specific datasets,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mrfakename__WizardChatML-7B-v0,mrfakename__WizardChatML-7B-v0,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mrm8488__llama-2-coder-7b,mrm8488__llama-2-coder-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mrm8488__mistral-7b-ft-h4-no_robots_instructions,mrm8488__mistral-7b-ft-h4-no_robots_instructions,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_msu-rcc-lair__ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,msu-rcc-lair__ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,🟩 continuously pretrained,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_msy127__mnsim-dpo-peftmerged-2-eos,msy127__mnsim-dpo-peftmerged-2-eos,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mtgv__MobileLLaMA-1.4B-Base,mtgv__MobileLLaMA-1.4B-Base,🔶 fine-tuned on domain-specific datasets,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mvpmaster__Einstein-4D-Marcoro14-7b-full-slerp,mvpmaster__Einstein-4D-Marcoro14-7b-full-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mvpmaster__Einstein-4D-MoE-2x7b-test,mvpmaster__Einstein-4D-MoE-2x7b-test,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mvpmaster__Einstein-4d-Marcoro14-nddmpk-KrishnaHercules-7b-slerp,mvpmaster__Einstein-4d-Marcoro14-nddmpk-KrishnaHercules-7b-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mvpmaster__NeuralDareDMistralPro-7b-slerp,mvpmaster__NeuralDareDMistralPro-7b-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mvpmaster__kellemar-KrishnaHercules-0.1-7b-slerp,mvpmaster__kellemar-KrishnaHercules-0.1-7b-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
